"Horas_Estudio","Asistencia","Involucramiento_Parental","Acceso_Recursos","Actividades_Extracurriculares","Horas_Sueno","Puntuaciones_Previas","Nivel_Motivacion","Acceso_Internet","Sesiones_Tutoria","Ingresos_Familiares","Calidad_Profesor","Tipo_Escuela","Influencia_Companeros","Actividad_Fisica","Discapacidades_Aprendizaje","Nivel_Educativo_Padres","Distancia_Hogar","Sexo","Puntuacion_Examen"
18,90,"Bajo","Medio","Si",5,62,"Alta","Si",3,"Medio","Media","Privada","Neutral",2,"No","Secundaria","Moderado","Femenino",67
24,67,"Alto","Alto","Si",9,86,"Media","Si",2,"Medio","Media","Publica","Negativa",2,"No","Universitaria","Cerca","Femenino",68
24,75,"Bajo","Medio","Si",10,89,"Baja","Si",0,"Medio","Alta","Privada","Positiva",3,"No","Universitaria","Cerca","Femenino",67
22,61,"Alto","Medio","No",8,88,"Baja","Si",1,"Medio","Alta","Publica","Neutral",4,"No","Secundaria","Cerca","Femenino",65
15,65,"Alto","Alto","Si",8,72,"Baja","Si",2,"Bajo","Media","Privada","Neutral",2,"Si","Postgrado","Lejos","Masculino",63
22,67,"Medio","Medio","Si",6,58,"Media","Si",1,"Bajo","Media","Publica","Neutral",2,"No","Postgrado","Cerca","Masculino",64
27,62,"Bajo","Bajo","Si",6,79,"Media","Si",0,"Bajo","Media","Privada","Negativa",3,"No","Universitaria","Moderado","Masculino",62
16,86,"Bajo","Alto","Si",7,89,"Baja","Si",1,"Medio","Baja","Publica","Positiva",2,"No","Postgrado","Cerca","Femenino",68
33,93,"Medio","Medio","Si",6,96,"Alta","Si",0,"Bajo","Media","Privada","Positiva",4,"No","Postgrado","Lejos","Femenino",75
17,75,"Medio","Bajo","No",5,73,"Alta","Si",0,"Bajo","Media","Privada","Neutral",4,"No","Secundaria","Cerca","Femenino",63
20,95,"Medio","Bajo","Si",7,62,"Baja","Si",2,"Bajo","Media","Publica","Neutral",4,"No","Universitaria","Moderado","Masculino",68
16,69,"Medio","Medio","No",8,56,"Baja","Si",2,"Medio","Media","Privada","Neutral",3,"No","Postgrado","Cerca","Masculino",63
21,73,"Alto","Alto","No",5,90,"Media","Si",0,"Medio","Media","Publica","Neutral",2,"No","Universitaria","Cerca","Femenino",68
10,66,"Medio","Alto","No",7,77,"Media","Si",0,"Medio","Alta","Publica","Positiva",2,"No","Secundaria","Cerca","Masculino",62
17,85,"Bajo","Medio","Si",7,84,"Media","Si",3,"Medio","Media","Publica","Positiva",2,"No","Universitaria","Lejos","Femenino",67
13,77,"Alto","Alto","No",7,58,"Media","Si",2,"Bajo","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Masculino",66
21,85,"Medio","Medio","No",8,50,"Baja","Si",1,"Medio","Alta","Privada","Neutral",2,"No","Secundaria","Lejos","Masculino",65
26,90,"Medio","Medio","Si",8,98,"Media","Si",0,"Bajo","Baja","Privada","Negativa",3,"Si","Postgrado","Moderado","Femenino",69
24,82,"Alto","Medio","No",6,91,"Media","Si",2,"Alto","Media","Publica","Positiva",1,"No","Secundaria",NA,"Masculino",70
6,85,"Alto","Medio","Si",9,70,"Alta","Si",0,"Bajo","Media","Publica","Positiva",3,"Si","Postgrado","Cerca","Femenino",64
32,97,"Alto","Medio","Si",8,73,"Media","Si",0,"Alto","Media","Publica","Negativa",3,"No","Universitaria","Cerca","Femenino",75
22,72,"Bajo","Bajo","Si",9,96,"Alta","Si",1,"Bajo","Media","Privada","Positiva",3,"No","Universitaria","Cerca","Masculino",66
15,74,"Medio","Bajo","No",7,60,"Baja","Si",2,"Medio","Media","Publica","Positiva",3,"No","Secundaria","Lejos","Femenino",62
21,89,"Bajo","Medio","No",7,90,"Baja","Si",4,"Alto","Media","Publica","Neutral",5,"No","Postgrado","Lejos","Masculino",70
21,84,"Alto","Alto","No",7,51,"Media","Si",0,"Medio","Media","Publica","Positiva",3,"No","Secundaria","Moderado","Masculino",68
16,67,"Medio","Alto","Si",9,94,"Alta","Si",1,"Medio","Media","Privada","Neutral",2,"No","Postgrado","Cerca","Femenino",66
21,75,"Bajo","Alto","Si",7,79,"Media","Si",0,"Bajo","Media","Publica","Neutral",2,"No","Secundaria","Cerca","Masculino",65
16,79,"Alto","Medio","Si",7,74,"Alta","Si",3,"Medio","Media","Privada","Positiva",2,"No","Postgrado","Lejos","Masculino",68
18,77,"Alto","Medio","No",10,85,"Baja","Si",2,"Medio","Media","Publica","Positiva",3,"No","Postgrado","Cerca","Femenino",68
16,67,"Medio","Medio","Si",5,53,"Baja","Si",2,"Medio","Media","Privada","Positiva",3,"No","Secundaria","Moderado","Masculino",62
11,97,"Bajo","Medio","Si",8,60,"Baja","Si",2,"Bajo","Media","Publica","Positiva",3,"No","Universitaria","Cerca","Femenino",66
21,90,"Medio","Bajo","No",7,70,"Media","Si",2,"Bajo","Media","Publica","Negativa",2,"No","Postgrado","Cerca","Femenino",68
24,79,"Alto","Medio","No",7,81,"Alta","Si",0,"Alto","Media","Publica","Positiva",2,"No","Secundaria","Moderado","Masculino",69
23,87,"Medio","Bajo","No",6,57,"Media","Si",2,"Alto","Media","Publica","Positiva",3,"Si","Secundaria","Cerca","Masculino",67
25,96,"Bajo","Alto","Si",6,69,"Baja","Si",3,"Alto","Media","Publica","Positiva",2,"No","Postgrado","Cerca","Masculino",74
22,65,"Bajo","Medio","No",6,63,"Media","No",2,"Medio","Media","Publica","Neutral",3,"No","Secundaria","Lejos","Masculino",61
17,70,"Alto","Medio","No",8,82,"Baja","Si",2,"Alto","Alta","Publica","Negativa",2,"Si","Secundaria","Moderado","Femenino",64
25,82,"Medio","Medio","No",8,96,"Media","Si",1,"Bajo","Media","Privada","Positiva",2,"No","Secundaria","Moderado","Femenino",69
12,92,"Alto","Medio","No",4,58,"Baja","Si",2,"Medio","Media","Publica","Positiva",2,"Si","Universitaria","Moderado","Masculino",66
15,61,"Medio","Medio","No",5,59,"Alta","Si",0,"Bajo","Alta","Publica","Neutral",4,"No","Secundaria","Cerca","Femenino",61
14,99,"Medio","Medio","Si",8,80,"Alta","Si",3,"Medio","Baja","Privada","Neutral",4,"No","Universitaria","Cerca","Femenino",71
26,78,"Alto","Alto","Si",8,73,"Media","No",2,"Bajo","Media","Privada","Positiva",4,"No","Universitaria","Cerca","Femenino",71
26,74,"Medio","Medio","No",5,86,"Baja","Si",2,"Bajo","Alta","Publica","Positiva",4,"No","Universitaria","Cerca","Femenino",69
23,72,"Medio","Medio","Si",8,64,"Baja","Si",1,"Bajo","Media","Publica","Neutral",4,"No","Postgrado","Cerca","Femenino",66
26,67,"Bajo","Medio","Si",7,77,"Baja","Si",2,"Bajo","Alta","Privada","Neutral",3,"Si","Secundaria","Moderado","Masculino",64
15,92,"Bajo","Medio","No",8,69,"Media","Si",1,"Alto","Media","Privada","Neutral",4,"No","Postgrado","Cerca","Masculino",68
22,98,"Alto","Medio","Si",6,64,"Baja","Si",0,"Medio","Alta","Publica","Positiva",3,"No","Secundaria","Moderado","Femenino",71
19,77,"Alto","Medio","Si",5,86,"Alta","Si",0,"Medio","Baja","Publica","Negativa",4,"Si","Secundaria","Cerca","Masculino",66
25,98,"Medio","Medio","Si",7,90,"Alta","Si",1,"Alto","Baja","Publica","Neutral",4,"No","Postgrado","Cerca","Masculino",94
19,93,"Bajo","Alto","Si",7,66,"Baja","Si",1,"Medio","Media","Privada","Neutral",3,"No","Secundaria","Cerca","Femenino",68
18,79,"Medio","Medio","No",7,81,"Media","No",1,"Medio","Alta","Privada","Positiva",4,"No","Universitaria","Moderado","Femenino",66
23,87,"Alto","Bajo","No",6,59,"Media","Si",4,"Medio","Alta","Publica","Neutral",2,"No","Secundaria","Cerca","Masculino",70
25,77,"Medio","Medio","No",10,90,"Media","Si",1,"Bajo","Media","Publica","Neutral",3,"No","Secundaria","Cerca","Masculino",68
16,82,"Alto","Bajo","No",4,64,"Baja","Si",1,"Medio",NA,"Privada","Neutral",2,"No","Postgrado","Moderado","Masculino",65
20,62,"Medio","Medio","Si",6,59,"Baja","Si",3,"Medio","Media","Publica","Positiva",4,"No","Secundaria","Cerca","Masculino",64
14,88,"Alto","Medio","Si",6,97,"Media","Si",0,"Bajo","Media","Publica","Positiva",3,"No","Universitaria","Cerca","Masculino",69
5,62,"Alto","Alto","No",7,71,"Baja","Si",1,"Bajo","Media","Privada","Positiva",4,"No","Universitaria","Lejos","Masculino",59
21,93,"Bajo","Medio","No",8,82,"Media","Si",2,"Medio","Alta","Privada","Neutral",4,"No","Universitaria","Cerca","Masculino",70
24,93,"Alto","Bajo","Si",8,90,"Alta","Si",0,"Alto","Media","Privada","Negativa",2,"No","Universitaria","Cerca","Masculino",72
22,69,"Bajo","Medio","No",9,84,"Media","Si",0,"Medio","Media","Publica","Neutral",3,"No","Universitaria","Moderado","Masculino",64
8,73,"Medio","Alto","No",8,78,"Alta","Si",0,"Medio","Alta","Privada","Negativa",3,"No","Secundaria","Cerca","Masculino",63
18,79,"Medio","Medio","Si",4,69,"Media","Si",2,"Alto","Baja","Privada","Positiva",3,"No","Universitaria","Cerca","Masculino",67
7,84,"Medio","Medio","Si",5,96,"Media","No",1,"Bajo","Baja","Publica","Positiva",3,"Si","Secundaria","Cerca","Masculino",62
28,71,"Medio","Medio","Si",9,57,"Alta","Si",1,"Bajo","Alta","Publica","Neutral",4,"No","Postgrado","Cerca","Femenino",69
13,84,"Medio","Medio","Si",9,94,"Media","Si",3,"Medio","Media","Publica","Negativa",2,"Si","Secundaria","Cerca","Masculino",66
28,72,"Bajo","Bajo","No",8,85,"Alta","Si",4,"Bajo","Media","Privada","Negativa",2,"No","Secundaria","Cerca","Femenino",66
26,62,"Bajo","Medio","No",6,79,"Media","Si",1,"Bajo","Media","Publica","Positiva",3,"Si","Universitaria","Cerca","Femenino",63
15,60,"Medio","Medio","No",7,66,"Alta","Si",2,"Alto","Media","Publica","Neutral",4,"No","Secundaria","Cerca","Masculino",62
13,64,"Medio","Alto","No",6,57,"Baja","Si",1,"Bajo","Baja","Publica","Neutral",3,"Si","Secundaria","Moderado","Femenino",58
22,92,"Medio","Bajo","No",5,72,"Baja","Si",0,"Medio","Media","Privada","Negativa",4,"No","Universitaria","Moderado","Masculino",67
15,98,"Medio","Medio","Si",7,89,"Baja","No",2,"Bajo","Baja","Publica","Neutral",3,"No","Universitaria","Moderado","Masculino",68
21,77,"Alto","Medio","No",10,87,"Baja","Si",1,"Bajo","Media","Publica","Neutral",3,"No","Universitaria","Cerca","Masculino",67
17,81,"Medio","Medio","No",6,82,"Media","Si",3,"Bajo","Media","Privada","Neutral",4,"No","Universitaria","Cerca","Masculino",67
9,66,"Bajo","Medio","No",9,100,"Baja","Si",3,"Medio","Media","Publica","Neutral",3,"No","Universitaria","Cerca","Masculino",62
7,82,"Medio","Alto","Si",6,99,"Media","Si",2,"Medio","Alta","Publica","Negativa",2,"No","Postgrado","Moderado","Masculino",66
21,66,"Medio","Medio","Si",5,70,"Media","Si",1,"Bajo","Alta","Privada","Positiva",5,"No","Secundaria","Cerca","Femenino",65
17,84,"Medio","Alto","Si",8,60,"Media","Si",0,"Bajo","Baja","Privada","Positiva",5,"No","Universitaria","Cerca","Femenino",67
17,97,"Medio","Bajo","No",7,73,"Alta","No",1,"Medio","Alta","Privada","Neutral",4,"No","Universitaria","Cerca","Masculino",69
24,68,"Medio","Alto","Si",9,92,"Baja","Si",1,"Bajo","Alta","Publica","Positiva",2,"No","Secundaria","Cerca","Masculino",67
27,91,"Bajo","Medio","Si",9,73,"Baja","Si",0,"Bajo","Media","Privada","Neutral",3,"No","Universitaria","Cerca","Masculino",69
18,61,"Medio","Bajo","No",7,67,"Baja","Si",2,"Alto","Media","Publica","Positiva",4,"No","Secundaria","Cerca","Masculino",62
18,75,"Medio","Medio","Si",9,87,"Baja","Si",3,"Bajo","Media","Publica","Negativa",3,"No","Postgrado","Cerca","Femenino",67
23,64,"Medio","Bajo","Si",6,83,"Media","Si",0,"Medio","Media","Publica","Neutral",3,"No","Secundaria","Moderado","Masculino",63
12,74,"Medio","Medio","No",6,98,"Alta","Si",2,"Bajo","Media","Publica","Neutral",3,"No","Universitaria","Cerca","Masculino",65
21,67,"Medio","Medio","Si",9,77,"Media","Si",3,"Alto","Baja","Publica","Neutral",3,"No","Universitaria","Moderado","Femenino",66
23,75,"Medio","Alto","Si",5,98,"Media","Si",3,"Medio","Alta","Publica","Positiva",1,"No","Universitaria","Cerca","Femenino",71
24,77,"Bajo","Alto","Si",7,65,"Alta","Si",1,"Medio","Alta","Privada","Positiva",4,"No","Postgrado","Cerca","Masculino",70
8,72,"Alto","Alto","Si",9,93,"Alta","Si",4,"Medio","Media","Publica","Positiva",4,"No","Secundaria","Cerca","Masculino",68
15,86,"Alto","Medio","Si",9,68,"Alta","Si",0,"Medio","Baja","Publica","Neutral",3,"No","Secundaria","Cerca","Masculino",67
15,97,"Medio","Alto","No",6,90,"Alta","Si",2,"Alto","Alta","Privada","Neutral",0,"No","Secundaria","Cerca","Masculino",71
21,76,"Bajo","Medio","Si",9,96,"Media","Si",1,"Bajo","Baja","Publica","Negativa",5,"No","Secundaria","Cerca","Masculino",65
23,68,"Bajo","Medio","Si",5,81,"Baja","Si",1,"Bajo","Baja","Publica","Neutral",2,"No","Postgrado","Cerca","Masculino",64
29,71,"Medio","Medio","Si",6,86,"Media","Si",1,"Bajo","Media","Publica","Positiva",2,"No","Universitaria","Cerca","Femenino",69
17,94,"Medio","Bajo","Si",7,98,"Baja","Si",1,"Medio","Alta","Publica","Negativa",2,"No","Secundaria","Cerca","Masculino",68
17,83,"Medio","Bajo","Si",8,69,"Baja","Si",4,"Bajo","Alta","Publica","Neutral",3,"No","Universitaria","Cerca","Masculino",67
27,78,"Medio","Medio","Si",5,76,"Alta","Si",1,"Medio","Media","Privada","Positiva",4,"No","Postgrado","Cerca","Masculino",71
22,66,"Medio","Bajo","Si",10,95,"Media","Si",1,"Medio","Media","Privada","Negativa",3,"No","Secundaria","Cerca","Masculino",64
28,78,"Medio","Alto","Si",4,84,"Media","Si",2,"Bajo","Baja","Publica","Negativa",3,"No","Universitaria","Lejos","Femenino",69
22,71,"Medio","Alto","Si",7,94,"Media","Si",1,"Medio","Media","Publica","Neutral",4,"No","Secundaria","Cerca","Masculino",68
13,98,"Alto","Bajo","Si",7,81,"Media","Si",1,"Medio","Baja","Privada","Negativa",3,"No","Postgrado","Cerca","Masculino",69
12,95,"Medio","Medio","No",4,87,"Media","Si",0,"Bajo","Media","Publica","Positiva",3,"No","Secundaria","Moderado","Masculino",67
11,63,"Medio","Alto","Si",9,51,"Alta","Si",0,"Bajo","Baja","Publica","Negativa",3,"Si","Universitaria","Moderado","Masculino",58
24,81,"Bajo","Medio","Si",6,67,"Alta","Si",0,"Medio","Alta","Publica","Negativa",2,"No","Secundaria","Lejos","Masculino",66
27,69,"Medio","Alto","Si",7,89,"Baja","Si",2,"Alto","Alta","Privada","Neutral",1,"No","Secundaria","Moderado","Masculino",69
31,76,"Medio","Alto","Si",7,70,"Baja","Si",3,"Bajo","Media","Publica","Neutral",3,"No","Universitaria","Moderado","Masculino",70
25,95,"Medio","Bajo","Si",5,68,"Media","Si",1,"Medio","Alta","Publica","Positiva",3,"No","Secundaria","Lejos","Masculino",70
27,81,"Medio","Bajo","Si",5,98,"Media","Si",0,"Alto","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Masculino",70
17,73,"Alto","Alto","No",9,78,"Media","Si",0,"Bajo","Alta","Publica","Negativa",3,"No","Postgrado","Moderado","Femenino",66
13,68,"Bajo","Alto","No",7,60,"Media","Si",1,"Medio","Baja","Privada","Positiva",3,"No","Universitaria","Moderado","Femenino",61
25,92,"Medio","Medio","Si",4,74,"Media","Si",3,"Bajo","Alta","Publica","Positiva",2,"Si","Secundaria","Moderado","Femenino",71
23,85,"Alto","Bajo","Si",7,76,"Alta","Si",2,"Bajo","Media","Publica","Neutral",3,"No","Universitaria",NA,"Femenino",69
21,79,"Medio","Medio","Si",7,99,"Media","Si",2,"Bajo","Media","Publica","Positiva",2,"No","Postgrado","Cerca","Masculino",69
22,69,"Alto","Medio","No",7,86,"Baja","Si",0,"Medio","Media","Publica","Neutral",1,"No","Secundaria","Cerca","Femenino",65
22,73,"Alto","Alto","Si",4,76,"Alta","Si",3,"Medio","Media","Publica","Negativa",4,"No","Universitaria","Lejos","Masculino",69
28,98,"Medio","Alto","Si",7,72,"Media","Si",1,"Bajo","Alta","Privada","Positiva",2,"No","Universitaria","Cerca","Masculino",74
28,81,"Medio","Medio","Si",6,96,"Alta","Si",2,"Bajo","Media","Privada","Positiva",5,"No","Secundaria","Moderado","Masculino",71
23,76,"Alto","Medio","No",7,82,"Alta","Si",0,"Medio","Alta","Privada","Neutral",1,"No","Universitaria","Cerca","Masculino",68
25,81,"Alto","Alto","Si",8,68,"Baja","Si",0,"Bajo","Alta","Publica","Neutral",3,"No","Universitaria","Moderado","Femenino",69
23,91,"Bajo","Medio","Si",8,73,"Media","No",3,"Medio","Media","Publica","Negativa",5,"No","Secundaria","Lejos","Masculino",68
17,74,"Medio","Bajo","No",9,64,"Media","Si",2,"Medio","Media","Publica","Neutral",3,"No","Secundaria","Cerca","Masculino",63
25,67,"Medio","Medio","Si",10,98,"Alta","Si",0,"Alto","Media","Publica","Positiva",2,"No","Secundaria","Cerca","Masculino",68
12,83,"Alto","Medio","Si",5,85,"Media","Si",2,"Bajo","Alta","Privada","Negativa",2,"No","Universitaria","Cerca","Masculino",67
26,87,"Medio","Alto","No",6,70,"Baja","Si",3,"Medio","Media","Publica","Neutral",3,"No","Universitaria","Moderado","Masculino",71
13,89,"Alto","Alto","No",8,59,"Baja","Si",0,"Bajo","Alta","Publica","Neutral",2,"No","Postgrado","Moderado","Masculino",66
22,95,"Alto","Medio","No",7,59,"Media","Si",2,"Bajo","Media","Publica","Negativa",3,"Si","Secundaria","Cerca","Masculino",69
15,75,"Alto","Medio","Si",4,74,"Media","Si",3,"Medio","Alta","Publica","Positiva",4,"No","Universitaria","Cerca","Femenino",68
23,63,"Medio","Medio","No",7,73,"Baja","Si",1,"Bajo","Media","Publica","Neutral",3,"No","Universitaria","Moderado","Masculino",63
20,98,"Medio","Medio","No",9,71,"Media","Si",0,"Bajo","Media","Publica","Negativa",4,"No","Universitaria","Moderado","Masculino",69
10,77,"Bajo","Alto","Si",5,93,"Media","Si",3,"Bajo","Media","Publica","Positiva",3,"No","Universitaria","Cerca","Femenino",66
23,85,"Medio","Medio","Si",7,99,"Alta","Si",1,"Bajo","Alta","Publica","Neutral",5,"No","Universitaria","Cerca","Femenino",71
17,87,"Medio","Alto","No",4,68,"Media","Si",2,"Bajo","Baja","Publica","Positiva",4,"No","Postgrado","Moderado","Masculino",68
25,82,"Medio","Medio","Si",8,65,"Media","Si",0,"Alto","Media","Privada","Neutral",4,"No","Secundaria","Cerca","Masculino",69
20,68,"Medio","Medio","Si",7,89,"Media","Si",0,"Medio","Alta","Privada","Positiva",3,"No","Secundaria","Lejos","Femenino",65
22,90,"Medio","Bajo","Si",6,72,"Media","Si",0,"Bajo","Media","Publica","Neutral",4,"No","Universitaria","Cerca","Masculino",68
14,92,"Alto","Medio","Si",6,61,"Alta","Si",0,"Bajo","Media","Privada","Neutral",2,"No","Universitaria","Moderado","Masculino",67
16,82,"Medio","Medio","No",5,59,"Media","Si",1,"Medio","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Masculino",65
17,80,"Bajo","Medio","Si",9,64,"Media","Si",1,"Bajo","Media","Privada","Positiva",4,"No","Postgrado","Lejos","Femenino",65
25,65,"Medio","Bajo","Si",6,50,"Media","Si",2,"Bajo","Media","Publica","Positiva",2,"No","Universitaria","Cerca","Femenino",64
30,63,"Alto","Alto","No",8,97,"Media","Si",1,"Bajo","Alta","Publica","Neutral",3,"No","Secundaria","Cerca","Femenino",69
15,74,"Alto","Bajo","No",6,72,"Baja","Si",2,"Bajo","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Masculino",64
26,72,"Medio","Medio","No",10,54,"Media","No",2,"Alto","Alta","Publica","Neutral",2,"No","Universitaria","Moderado","Masculino",66
7,98,"Medio","Bajo","Si",9,58,"Media","Si",2,"Medio","Media","Privada","Neutral",5,"Si","Universitaria","Cerca","Masculino",65
13,91,"Alto","Medio","Si",10,66,"Media","Si",2,"Medio","Media","Publica","Positiva",4,"No","Secundaria","Cerca","Femenino",69
14,86,"Bajo","Medio","Si",10,78,"Media","Si",3,"Medio","Alta","Privada","Negativa",4,"Si","Secundaria","Cerca","Femenino",66
12,81,"Medio","Medio","Si",6,85,"Alta","Si",0,"Bajo","Media","Privada","Positiva",2,"Si","Secundaria","Cerca","Masculino",64
10,67,"Medio","Medio","Si",6,65,"Media","Si",1,"Medio","Alta","Publica","Negativa",4,"No","Secundaria","Cerca","Femenino",61
22,99,"Medio","Medio","No",10,98,"Baja","Si",1,"Medio","Media","Privada","Neutral",1,"No","Universitaria","Cerca","Masculino",72
19,75,"Medio","Medio","Si",7,88,"Baja","Si",1,"Medio","Media","Privada","Positiva",3,"No","Postgrado","Moderado","Masculino",67
22,64,"Bajo","Medio","Si",8,91,"Baja","Si",0,"Bajo","Media","Publica","Neutral",4,"No","Universitaria","Moderado","Femenino",63
24,80,"Medio","Alto","No",6,66,"Alta","Si",1,"Medio","Media","Publica","Neutral",3,"No","Universitaria","Moderado","Masculino",69
22,95,"Bajo","Alto","Si",6,69,"Alta","Si",3,"Medio","Media","Publica","Neutral",2,"Si","Postgrado","Lejos","Masculino",70
24,95,"Medio","Alto","Si",8,77,"Baja","Si",1,"Bajo","Media","Publica","Positiva",3,"Si","Secundaria","Cerca","Masculino",71
20,60,"Medio","Bajo","Si",4,73,"Media","Si",0,"Bajo","Baja","Publica","Neutral",1,"No","Postgrado","Moderado","Femenino",60
13,95,"Medio","Alto","Si",8,63,"Media","Si",3,"Medio","Media","Privada","Neutral",2,"No","Postgrado","Cerca","Femenino",70
26,71,"Bajo","Alto","No",8,100,"Baja","Si",1,"Bajo","Alta","Privada","Positiva",4,"No","Universitaria","Cerca","Femenino",69
16,62,"Medio","Alto","No",6,92,"Media","No",0,"Medio","Media","Privada","Positiva",4,"No","Secundaria","Cerca","Femenino",63
14,94,"Medio","Medio","Si",7,62,"Alta","Si",2,"Medio","Alta","Privada","Negativa",1,"No","Postgrado","Cerca","Masculino",69
19,95,"Medio","Medio","Si",7,95,"Alta","Si",0,"Medio","Alta","Privada","Negativa",2,"No","Universitaria","Cerca","Masculino",71
15,84,"Medio","Alto","Si",7,79,"Media","Si",1,"Medio","Alta","Publica","Neutral",4,"No","Secundaria","Cerca","Femenino",68
17,83,"Medio","Alto","No",8,51,"Baja","Si",0,"Bajo","Media","Publica","Negativa",4,"No","Secundaria","Moderado","Masculino",64
22,93,"Bajo","Medio","No",6,67,"Media","Si",0,"Medio","Media","Publica","Neutral",3,"No","Universitaria","Cerca","Femenino",68
22,91,"Bajo","Medio","Si",10,51,"Alta","Si",2,"Alto","Media","Publica","Neutral",3,"No","Secundaria","Cerca","Femenino",69
15,96,"Medio","Bajo","No",7,54,"Baja","Si",0,"Bajo","Media","Publica","Neutral",3,"No","Universitaria","Cerca","Femenino",65
17,82,"Medio","Medio","Si",7,59,"Media","Si",3,"Medio","Media","Publica","Positiva",4,"No","Universitaria","Cerca","Masculino",68
